,title,company,rating,location,salary,summary,post_date,record obtained,job_url
1061,Data Scientist Summer Intern: 2021,IBM,3.9,United States,,"You’ll work in an agile, collaborative environment, partnering with other scientists, engineers, and database administrators of all backgrounds and disciplines…",14 days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=eabd8f9b8389e80c&fccid=de71a49b535e21cb&vjs=3
1062,Data Scientist,eureka strategic consulting,,"Columbia, MD",,Requires strong understanding of statistical analysis and mathematical analysis; knowledge and understanding of data modeling and visualization; understanding…,30+ days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=22d7cfc1cea25b36&fccid=8af6205f85b14080&vjs=3
1063,Sr. Data Scientist,FedEx Services,3.9,"Memphis, TN",,"Advanced use of current and emerging technologies to evaluate trends and develop actionable insights and recommendations to management, via understanding of the…",1 day ago,2020-10-29,https://www.indeed.com/rc/clk?jk=0c9f7f9866109bb2&fccid=2ae04b97d8829e58&vjs=3
1064,Data Scientist,Goodway Group,4.0,"Chicago, IL",,"Experienced: Minimum of 2 years’ experience in applied data science, machine learning or modeling.
You will be at the center of data analysis, modeling, machine…",30+ days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=075461df92c1f239&fccid=920e697cdf154a3c&vjs=3
1065,Senior Data Scientist,Microsoft,4.2,"Redmond, WA",,"5+ years software development, research or data scientist experience.
Knowledge and experience in large scale data analytics, such as Spark, a plus.",30+ days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=f97b470350aec602&fccid=734cb5a01ee60f80&vjs=3
1066,DATA SCIENTIST,CIITS,,"Boca Raton, FL",,"Experience in retail and eComm; data mining; data reporting.
Experience working with behavioral and online media data sources; Required 3 years.",30+ days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=ffc2f1b256989cc6&fccid=2dab8b7094b20f60&vjs=3
1067,Machine Learning Scientists/Engineers,"NovoDynamics, Inc.",,"Ann Arbor, MI","$90,000 - $170,000 a year","Verifying data quality and/or ensuring it via data cleaning.
Experience with data noise removal, data augmentation, dataset truthing and construction.",21 days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A1TtOnVIPcorv63W3stubJPI6TRMmcD78DoaOJJ3nx4dGHCkksWdzJdv7qwUA7SvRrazRi92PgpWwwOwDkwJivl-tyXfJn9OIMJvTreeOqxCYC3NUOGA_b2HVvB7VYHSaammabeRr6vPxbcVaI6wmqnZV95UtCnA6f2DjB2vf0uAzRsdJqJ_hyoYpcWLfsata0uBOiZFsWZ1yP7EDiWobKEvmbo3cCTyLl34omL6PVnd1Sg-MS0fOmWve0mycKcLY2d6etK7g_MDmx42JoYq2zvsZqx09ctKof-Z6rkJCB6N00rJLfK-MYWgF2uSq_RzWavGkJjkEaPPrACvbDKCnDCmCH6XR14Z_c3Qz-sCKbO78N5PEqqqnjtTWQCrxwDPR9Fu38xZkvXKIEzJB2UZZK5ucZ8LVvsy9N6L99uY5u3DTb8hLu0fmLIM8PfgxkBfKp2NV5hL3fZX6lF2k2R8MfZNJsVa2KRKwDVqtHs9js4A==&p=10&fvj=1&vjs=3
1068,Data Analytics / HPC / Computational Data Scientist,CI Software,,"Vicksburg, MS",$55 - $105 an hour,"Support areas include data analytics, visualization and analysis, parallel I/O.
This shall include development of software to meet customer needs in the area of…",30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AB3gsQFsL3AuPpv6MeaHQyW7zy_GWDO2RZsw6usGF1piTWL0NBOvo0Fu965JndNOLQE1cmyXDLDqE7ls26geB5h9-HOYUNwc5fsY73YLIqOv7JNtMSEMiUjXzPyQaxWADMo__zd1gB8GIKTOOKj44AWHZq28JHTBcRC38r3MsSq4vMGMxPhMmHune_lbfH6Q7FDzVdybBJSdyrdZRKF1r5l3UaPssyJ-Obyjwj-DCnPUeStNUQ1roYgTHpfVJBDeS6hjDdMCQsYSEaXSpSvEE-wn9a2PotxnaY3-ZpKXfFkb7Mv26qSXWFtgcb9AUrZNQ--jwmm8t_Bqbj4bObyI9jIxY3f6jLzPf1_6N-5OiYKw4Slmm317wX6lQZXP2C8vI0jeeT4zQrm2wjqpPV6UqyWWsoVmFzo8j93s3LIBzoMwr-I4ybBo7xIUT26taYaOC751cRxONvthcNswTzEtMUVCDp3S1Yn32mni6KerMKrfrJfrKpaOmofFPumGqjaUw=&p=11&fvj=1&vjs=3
1069,Junior Data Scientist,ICF,3.5,"Washington, DC",,"Our staff provides deep technical and business support for data acquisition, data analysis/data science, and interactive data visualizations.",Today,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AN5ht3a5h_wUL6zibLUkRkQUx7BdYCqUomJc1xdJyFfoMKC6ynqA6srVvn2bw_SoXZkO9fE7SX53QqmJu56x4UFd1C4RwXe0iRwFPEYpRAcZDcQbcXrko1S2643PZJxMGyEcmw3WwMaGU544cX6W3NEbMwuMV98pPXCaTb1yu021_NTdgs0qOMDpciQz6NlCw2etooEeRQoOUOBE-zH9xxY0JCdsbKWy8YTcuYtWUNGPW1cZEA65x_aP8tahubWO5j--dTH1sewYICVGxHmfPmU7W-rj8FVQ-vLpyczxY3XfkH-8klSahjtPBenunyeWv69ZHuGF7DTTrnY5u3AjBRmhoclJAtRQxme8eBw9I7_3jgxrVzEfN8HiabSIG7i4lLnBw_12dfvK7yW4XpgTJE24jlytvLwusrKAQpnirpWWS7ahmSI73g350q0DAU2OCyDogyGa-yOy1znell_jtjoqcO_vK86ak-V-biXT1r82d25o_DIPnui8lWDrn_tCv9nzsqZ8drPjsFkEWDeFWt-3mgfDBcjZgy7UHTkusr4jdfs2qrPBMoXo2_HvO2qzTlGGOB1J5J_w==&p=12&fvj=0&vjs=3
1070,Data Scientist II (Remote Work Location Available),USAA,3.9,"La Coste, TX",,"Applies predictive analytics, machine learning, simulation, and optimization techniques to generate management insights and enable customer-facing applications;…",1 day ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CdTBpsLrhs4IwmIsoO0brdHaF9POTtXIeJjdlamKYQ_HWXH6wnIvGc9N6SpluTK3Mbwh9ysI2SwuIRPve8PKUKxsCcvqHEzo_NR9OcLdq3EhzDw1jKpSWW768mEAIeSI9q1RFdJW6QSq-AT_DzBmx-lT4ipE2q0UiIZEj5wRVwomuEJwtQe14Lq3fZFoNrSv9s4XZGTq0T6NuIAyqRW1IMFKcQR8uM9AIOzr8BgF3h9HT7cWf8QpFvWKqzByXbI6q-bWax0JlUg0LntKdsTQT56lvSCsiSrOysFVtU7KQVoskGY5QRREX0Y5fUCBWrybKlI6aIShTwIpREKj_FHCElnr7JzwsIV3DzQNcjmlZetfzATML8SDPKQMuia9xA0VAJF7yy_oTuGw==&p=13&fvj=0&vjs=3
1071,AI Data Specialist,Percept.AI,,"Sunnyvale, CA","$50,000 a year","Demonstrated experience with data labeling and data quality efforts.
You will need to communicate with our clients to understand their use case, translate it to…",9 days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AKOuTmIjth43-qg2FdyVW3ZAtS-Z-rOGU4ZcG0lhhNJFZhHEFhcVAley52WI_xLnaFuaX3irSTgpUtiw0Y-bCl7xsGPOgGbBe4UhJYQjOIF6JwEMTazG0LL-ZRCeyWOA0mdKHjMzvFktmiR_5RD_w3FH3FrsgIm2uXFLtaCC7V_ijgyfylPf3qGR4yWePE9I85wVCOAnYL9SY22NoUPPSDTsprxJBr9qFBxaaB-BOHcnZ9VnzkxOI4V8ogQ0Lj5cra3mNNDreogSXgqydIyE-5kMh4SDwDpFvub8XK6grkIG9WIvz1eRkoIAuFGukEamuC7O73_dqcN9x_v3iNmR8ASfU3JTV-w26BdC2rlKE-0_fzFyzwj_xJLJsZJHoMdjUox7VIKPS0c4XJ6g-SMw-ASrJNEpsIHX_ToiPHQ6wxTw==&p=14&fvj=0&vjs=3
1072,Data Scientist,Northrop Grumman,4.0,"Hill AFB, UT",,"Develop and implement artificial intelligence and machine learning models to solve complex data problems.
Maintain an up-to-date knowledge of technology trends.",30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DPf8Tf_oakpB62WadId2dzQiWExtALTi0lpCM--zHBL4xiBVbb_EgRS6mZmsgnHhYXj50SC9-X30p_GeD5_JVQKRLdiFHwEamVtcKlXPblXcPJlC0nlTGATomcIGUJcGXQ1aGc2vR4Kyi-7KM905N9lUeZAxXdyP0qqAZrWGDHaUA0Q6LbyZP5PxW3Lp_aCFklkImzAaizS5AqP6RjCKCex9Ith1ls2MWgps5pVVAdzKTGiRc1u25wTylXfd3xCPiLQwYICN0_19lRqTN1TofeOKbrq7m9J6mnyc6uzLY-Ml0CM16uc51J0BNLb3sPNDtBWH-6XfkqBHsAoXtSlJo00QLfR02_Jc4seeOSYtDguUPcUpkVrVKRjnariNLpi34Sw9aX1h2fMkyoioqPvKTo-R-H82zPVJ4qfBAlFq_gbuReXzB1Gj3PJnWjNvRU12yEcTlwKNlSTD24UyCENf1odUhUixaAtKIovPeznoAaheFRqLviyH5B8IWBpgAAcYBO21t27mnJEaXQABdyt655xlT8c071ysLCHTmp1DOQreXR4Cj90EPGyy5Nq1tFA0gsk1AY3Nr4Gdo3Dm994WjaePRtIFy3KPGEg4da4-ttsqVVFs_Mp4oCnnjC2vqIddE=&p=15&fvj=0&vjs=3
1073,"Sr Data Scientist, Zoro",Zoro Tools,3.8,"Chicago, IL",,"Collaborate with other data scientists to develop and implement algorithms, write code, evaluate relevant academic research, and deliver outputs.",3 days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AoJL33NvLRwGwjczwiM9kIlSXYA_j3Dq0kOxZnQivRoJ5lvoRLglMJpBVooTPcTNSA9IOIKrpvwKUVFajL_MMYvxAd6fQl4iH1r-KQhQEQifgbUFf_3vKfBHDnAHQzWgLQYA4yGsIAiKMKp7fPYreC1ofbmvI4AJz1g35uBYdyAfNHqsbtmkRFqLlhZ3JELcpq77Tfl8OiaJkua-wlSjDHb6bZNhhAvW2blGFCQvA2ukKH5XgprW2SAM8JEMHvfl_CvimXt1BCmxL90_JwMozgoY3kWpTpvA1moQmXNU8aMEUGdpEAB4WfcxYHTJjtbDZoR-3ojIf4v5Iqdt9Z0d2BBKUIAtYKOyK74nN7TKewnHJMYHxg54kV5MI8Mfmb5fflMPf-jk2WP2AfV6hKG_WlpZIUuIjEtPlEXlqmcATs6xXdkhHfne3FDN5M_Av-dAQm4Bo1NqAyp_0RmB-xA5Kv9vwyWqO6ybKXzXCOLJ3isvvjjmomHu5sA4Q383ZpNNorCJvbkEpmtkQyFdligYolvXmE_d7khPaxZ13ffhGlIV9BWyEwdj-4vcSu6E-BKCnQjeJVfSuMmZVHIWr8D1_JtJfvlSkCTgIMIUhIVaCoPF5Nq8kZ2bRDvvYpj63mw9ddNq1Gqom1yYPg05N-SSUu&p=16&fvj=0&vjs=3
1074,Data Scientist,ConcertAI,,"New York, NY",,"You will assist the client delivery team with insights, dashboards, and ad-hoc analytics.
Run a variety of analytics from data QA to complex models.",30+ days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=b7e2076c28425d71&fccid=a3a4e68b447ea169&vjs=3
1075,Data Scientist,Amazon.com Services LLC,3.6,"Seattle, WA",,"Deep experience with data mining, data analytics, predictive modeling, and advanced modeling techniques.
This position requires a solution-oriented candidate…",30+ days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=74dba77487f0022f&fccid=fe2d21eef233e94a&vjs=3
1076,Data Scientist,Frequency Therapeutics,4.5,"Woburn, MA",,"Create data visualization from those analysis and translate data into biological insights, present and discuss results in project team meetings.",21 days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=a27004e70a493eea&fccid=f51ecf6bb59953c8&vjs=3
1077,Data Scientist - Fix Recommendations,Stitch Fix,3.2,"San Francisco, CA",,"You have production machine learning experience and are proficient in deploying apps in Python.
We offer competitive compensation packages and comprehensive…",30+ days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=682c040e2ae6ddd5&fccid=1c70eede37c5caee&vjs=3
1078,SOFTWARE DEVELOPER/DATA SCIENTIST,University of Washington,4.1,"Seattle, WA",,"The data scientist will work with the team to research existing tools (specifically Entrofy selection method workflows), interview community members (as part of…",30+ days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=52b383b4ab016138&fccid=142783ac2edbe56b&vjs=3
1079,Data Scientist,#TeamGoHealth,3.0,"Chicago, IL",,"Expertise in applying common machine learning algorithms such as Linear Regression, Random Forests, XGBoost.
2+ years of experience demonstrating trajectory of…",28 days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=9e3e7f30377c041c&fccid=2a4fe3a1dadb70c2&vjs=3
1080,Data Scientist,Advan Research Corporation,,"New York, NY",,The main focus would be on applying statistical modeling to various structured and unstructured geolocation data for verifying the quality and integrity of the…,30+ days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=89b29b75430451f6&fccid=12f51704bdec09e4&vjs=3
1081,"Data Scientist - Fraud Engineering, Algorithms, and Risk",Apple,4.2,"Santa Clara Valley, CA",,We are seeking a data scientist with a drive to turn the huge amounts of data generated by these applications into insights that improve customer experience and…,30+ days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=3820cb3051c0ef58&fccid=c1099851e9794854&vjs=3
1082,STATISTICIAN (DATA SCIENTIST) (Data Scientist - Interdisciplinary),US Department of the Treasury,4.0,"Washington, DC","$52,905 - $93,638 a year","Experience applying a range of analytic approaches, including (but not limited to) machine learning, text analytics, and natural language processing; graph…",13 days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=66a6e1b5fc9d4974&fccid=77d686781c96824e&vjs=3
1083,Data Scientist,Teva Pharmaceuticals,3.7,"Parsippany, NJ",,"This candidate will leverage prospective analytics and use data mining, data analysis, automation, and machine learning methods, to measure performance and…",30+ days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=812e43b0274f21ba&fccid=898362c5e54ec4c7&vjs=3
1084,Data Scientist,B E A T LLC,,"San Antonio, TX",,"4+ years of experience in data analytics or quantitative intelligence analysis.
Ability to assist in the development and implementation of a data analytics…",30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BZEboMUnqsru4xENP43dcZ1tM5PtGD_wdmLn3NEeT9EMy1dvvGBNVxjDMTzpAmknS1Tqx3HQmVEF9S4bkGYhxr4mm2W6uQb9yzSXDDGGZmc3IRZhreHLIobrlRhKapD0XmrLNP-yWruHdKbdPb52UoPU7nT5rIQyGHFx3zjgplP9BJaHgkWQ7Vg8vu9bQOXtimthfMmVIDecxJDnqE1faUqaGA5omC2wqFdLlE6L-LXrsTWB4I56Wxfd6hEE7_XrP3whze4dFWnXvgBll8CQlh1f3VsLbqgrK76E3Qc9UbhmnjJjPVF18K-ukIeWsUZjSeuzfDG5QU6nGhZ9g7tQwjSNa9Tl8oeTY9GL-XPpeQl2mzfcEyDURcM6i_JtJ5bme8l1XaJKRV502_K54AcCivL5x7ThXYU7YDe-AcDO01faQYaZYwz8a2lREc4j8WSRoTLx9PEflulw==&p=10&fvj=1&vjs=3
1085,Senior Data Scientist,Humana,3.7,"Boston, MA",,"Previously applied machine learning to help a firm reach objectives.
3-5 years of professional experience leveraging large sets of structured and unstructured…",30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BF3MqD9ihQNGAQXRRX8kFec5QR50SCHolnEnD72OFj87OnYUfIUI2i08wznJOwTDMk13V1-9_2jS0F_wlUevbQxEFMcCYH1eA6gf2cAcsT7F2XQdwJ6w2MkYYvkfyuCD7uCAnryH0WAo6DHRfB0mSVRxhfHoRdr-PSvYLIF7ZI0N-OGjRFh-y4vdf9bp4vB_PUPTuO5s3C60TPxIDmEZ6l81EUV_w4Wi6qmvpdARBtv5ssvPQMVrWPqK4HOG_y13VA3_xBWCyAWs3kQ3QHHh15Kfvii9b1bx7uOjNVTqwr1VO6ALtDrS_aBESxA1eyAf9q2a-8osqjohbpTlUxssEOxtB7tQx0_kTn1jkuhzLQxlfDz-CRPq6rBndmMinY-WEYPQOmeB_RrrGCuModGf0p6XMVbjggpxqZHJDU3LnL5aZ2IEwPOF0RlP3ioa-dDs6pU2jI7kYcQ7vk9Cp2f9u9Qrqbyh3SVM1OadUzUv7BrByy_I2K4q6ipTk8PCe6vTAUvSYKD2W1lp8dkOG848M37OKok77yupGBal17RX0rvssjawF25Q2WN-DHHld_8MWMWqgFbaXYzo69a724Brj4l0cKaO-73TR-icrMu_FLkFc1m4-FLKHZH6TDawo18z0_OiLXFw49NAmIk0BJPBvPB3yn1mzOmF4iPeYWjCYM8R9tQcOsov-kKJz0DZi00srh-b7vvblLAQrfowrZQLr1BaRBL3GyUHiyBarQYKeY8700K6kitS8tdBKi2Yrs78ZMEo9BqikHKQm8t-VYRMH3ccawdPyVLQL_KtLi_2jOSTrZEKzU3WOOYjyBJHOloNa9ufPOCQLcg1aXIncl-r3dRoPxShvheVc5hNxVmokaINVnOAcFYoWw_pVx19X-obfsNyBIO_L7yKK61QMq-z0e6pihmdx2yfKNecWfz7YOLroMt_aPy0ctYnAcvACGL3j7JZ2gUE-GzAj0TVqVxfRqm0S8_kVPSGhDIDrFrvzXY5eJ6EJMJBXx203XBhbz6Co_AtTCBNi9zOhBT1x0fW38omdXBllBVvMDdhxFJwXCz4ekL6VZYpHdNm6g01-QEho-V7PrUYj9zdoljmBeB4Z_LrJ_0sJbTNO6a1S3nb7XmeOUsjGrzWC-vwbWtuT0XOTbpz5BgACBwhNwbQdVfyCOsuRQGTtckRo=&p=11&fvj=0&vjs=3
1086,Senior Data Scientist (Remote Option),Humana,3.7,"Boston, MA",,"Knowledge of healthcare claims, clinical programs and interventions, health outcomes, population health.
Experience in working with assignments that involve…",30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BF3MqD9ihQNGAQXRRX8kFec5QR50SCHolnEnD72OFj87OnYUfIUI2i08wznJOwTDM7rocZfwXBUXEgUqkfjp6c0Qpeha7ThNa5hwBUAIJ9mFE7erWD42Fgbz7CPBJwVPoY0FvuWuWFjhAY2LNy9xDVABI5k8EL4zlbNsVm-YitoG8thLJC9rRvFsJHDXt3plJj74mlochmKbviBZsJjEKqmptpQSuDzqUjRlvcgYwYApdXUJaed1by1BbNZF48oRu-G9M78hjf412JOD1Dyd6nBHmjRokk5OjZTvVPRcY3RWDX3h39vXduh6sKYsH4EXIKTxu5kZpGi8HlNb1eVZzoj3JOCaDNABeJ0JQgnLIhGJCzPkYSdUugoCzrXoorB4XEMNQ3nVScML4V1Ur88TrOuNRXOYvFo_7sLNBCPpEO4EG0-azfCGq5HCzxepm356dGttvCFcDChfPjBfu-I31vcgyfEFDS5LMH31WJVxNy7Mk3UdgDSZsMz3CJhsdLCZI99SMwglfoTFz3evrBIVbOBQWAMRg9Ufp55ZWXjq8xQDgBggxMF_XbEnpHrb-4TzqGnMY8drrYVS5vtLLcA6oQB83BoBhG4Rsn7GjxdpXwkV3mv05wQUOwZwUiiYUjfk9Sqb7dqKbpbQYRU1cktH6bBnkISLJpxas6K_eIeLFnQLJHEYMrreXjnI5YQ8vGrVfrODp54j6-2E3gHzH5g26phQJbK3SeqXaBMK-rLAJHB1PYJ8wZdU1tp5mbFaMItnG5z9RE0YR01JxFVmCqaOmfhVF4Z7jJotXYvxuN9C6RG05y42KQewMt97rrlNRt1sxZ_AvcqW3sFYX2r3xKRtMlNwkL3RPLOwEEIhdmHD4o2T61Yv5nOE-Cui79ndCyXW-_EXtcrJQhZXTkanXeMVtPDEz-GhdAy6zDlYtXKQO1moRnYQSBagmOVcbuNTc5_ldtSwyZsEa43vdIYAG1_Nx7H68MNaOXIE4qI9iNCreCRA7H4thh6p8bReOlD8JLTP1R9MN7k9TjOgt1MEk_mcQKOXI4ikpdHcHk3G0ZB4XGS3eYpBvDWOt6R8HKauH4u_3O2db_zLUd5YPPNn5WwdnOY6YZ-t8B0a_QdWPzcTTd0YnQKZzV8WBxveG8p4E43iOXJ7out6dhq9O18QFF2-S3eU46Y0_klIDSoemhLo-1Ai8gztqFPCzm4zDqd0CaPsYw1b9jkdTRuft_T4wvOPOz&p=12&fvj=0&vjs=3
1087,Data Scientist Associate Part time,Envision LLC,,"Whippany, NJ",,"Previous experience working with cloud-based data and analytics platforms, standard business intelligence dashboards, and data enrichment techniques.",Today,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A13XXEAKoVsy1UjAxA2tJa37vkRdGHJdX4gYp8IY3tTpc57ra18Z9sYJ3trAbN1b2NknDfD1n4wu2_g5EX7Fq6ge6ifrBpkM6vNYXiwKXfitLlpzrwaan-RBG5HdWjJ68uIY74LUQQXq6TdfrwAp4pJwQ4Bz0mvvuKydwWfVmQ6phjCjzFMpJTj3RRXSFGZixmzage2t0Y1AB6c3OYq02lDTA6I_xvEbYYa5F3fCMx3ubVcg8W8M1iOVIHSkIg0btF-4XC9FEs6sojI_ON9Jmwbwc-706fQdVVPBRbGFU69gIdqZshQpcSInBAbt7p_k6cP5vbh528NR8kGr9hHThgSBcEpQBrl8IKSE_KNo8uE1uY-Go0KUA9w3gUiTVqW_Zbf6ok0CmmTQP8I_pxmtHvizG__-Sic1OtIijG-cDdpWzE9wt0fIZTXlhCEkTrWbjzE-S9P41Y1XVrlAwoP6Fq&p=13&fvj=0&vjs=3
1088,Senior Data Scientist,VirginPulse,,"Providence, RI",,Experience with clinical/medical data and work in employee health management/health engagement industry preferred.,30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CCNJ4jMZifzf5YulHfklSQae9grk3sz4itzeILIxRmAZdVwRyV3WXSI4ePLLyytmENhPxv2YoAso2aJevn5Ytg0nUm_BEESpk_ci15QRPgMTnJCwelx4den2iPsFWdrsx23C00I67vGaem3yKdaCCAIVGOkd13g0MpDkPVQScIFeVWUFPBrA_21uLX5Ea_LA2thfV5kAvlirQo7rs5QV38iTT4Rtafhqxqtbh6h9dhRhKPMpxvYlyTc4h4up62EaRN08niA-2suxt8yoRo1qD2srUzuKBB_6v-AyImEKVviDQ3p3z2HDzq9Koy0SvmrtefsIac9lbdDyGcLKEdIq6aQU5M0FWP1XuRRzG8Q0mMrBI8hnGVDhk9sXiPRtyOkEjIRwj7x63rSJsfsKAlYahQCGjuGkOniKQCAhVv-dVGxAhdlCzBlN1YcNeDQSnunPbEhWdvIvJQW8ylf8AJBnRKdgbbYsjyR8qXavx7DdMaVBSPGiTQ7miClw_yrZ-XOhq8JBhPwygpRz73DtzC29_ZwWfBYJPsgcSYBjVzWbIDFyJnt0fWmJcN4es5A6V91JbGYsJJ5USjhU33iAp1S1olu5lUD-XjM-ldgYruQpP2SNfFmeBNjPWoKC5Yv-ENGbGAVdoM3JQLeVtP7GbyxaHL_M6nbXjCYTS7wKULouXMVXZc3eeBnjXb5RzWBJdU3NZaNM3DJikTxhnzXMAOdLs-66WC--sCxzNqfmoPwrjfzRWAWutt9AiP37e2_QXuJy4n9PJys75neA==&p=14&fvj=0&vjs=3
1089,"Data Scientist, Consultant",Guidehouse,3.4,"Atlanta, GA",,"This high performing team works with clients to implement the full spectrum of data analytics and data science, from data querying and data wrangling, to data…",1 day ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DOpfXD7aCvxSiR73RUZjyy6OuclKM9Xpb799vH3iY_yLKGpcQzZ_O8r9q-m4QGBZILJsMcrCnsXks4l-jv1pW0P06j-xkM-s2IyZrLKdDCzCs6F6cetm5DO8WxrdmO0jB25SXi9Z0USpIf38jzrmv0TnkdtSPaONTtqWaEwzWwDFmFMGXNeVU-YhkCJJe8PDA2yy-6auLOv-YRiEkf6RFa0ubOgjyU5SOoWopodzZjvTa5CXRQJa4K4j8Q6a8skk2hqrzgieKIID3115ARwdTARxYyF6YXQXHNwheUEd__19p8xN8GbMm7u2Kn-avxJg_ZE-_AHc3rdPMXVbNgbPgv7s8Wazd16tKjVAIqtgtKQ0sPSTYBDBZdLPPOcgPtGX-68EGcbiqpUg==&p=15&fvj=0&vjs=3
1090,Data Scientist II (Remote Work Location Available),USAA,3.9,"La Coste, TX",,"Applies predictive analytics, machine learning, simulation, and optimization techniques to generate management insights and enable customer-facing applications;…",1 day ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CdTBpsLrhs4IwmIsoO0brdHaF9POTtXIeJjdlamKYQ_HWXH6wnIvGc9N6SpluTK3Mbwh9ysI2SwuIRPve8PKUKxsCcvqHEzo_NR9OcLdq3EhzDw1jKpSWW768mEAIeSI9q1RFdJW6QSq-AT_DzBmx-lT4ipE2q0UjKpkqctDpu0HSY2qtHoKwks6MUfX4ru3vGV8rfQ5kOjk6_WbSN_5Wkv9xSarwDWtYUCeQCW6Xde6s647tgCP-FtKzqvLI3xhtg3HFoYr4dJ6r2uK7HFMe6CzsdEK3eME9krwQz2nie0Ewd4324wJ1xngrPB686UzLRX1HY_QU5QuFaJwGCQ2j-mYQY8QnjdCtdqLKA6Qi1PiDXDKMnIkUok5u-7zhyEzAnQ1kFmHcDYw==&p=16&fvj=0&vjs=3
1091,Data Scientist - Remote,SemanticBits LLC,4.2,Remote,,"Strong grasp of statistics, programming, and modeling techniques (machine learning, classification, cluster analysis, data mining, databases, and visualization)…",30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BxmNod1rWr7hmeuQGmVuAIvmx_E0Ms9JF_1bsaXh8lwuk0DrdrZQT7RU4SGxsGXg2xtnyqe0O5mRabUxE0Tn2GLLslpcsWcDTBd9fmFgvXYW8f349KL2HCHg0XphVrtlFuT7zB8CCv819MWWoLwgPfDP16O-Xbco2CuW4y7ucMCDFsMT5nVoyOLJbacgwSQ-om6JQU6smRxKYfRs9-ZxT907Hu_A7wOLmmXoXW_QyJvRph4RjJ1xljfsxCe_TtZohhPLT0ItIhryCR9-b_jbLumDNH5Dws8ydkSqwvPwVqqZm4ow8oEcQwo5g492yw_HFy7IZO2a4rdOTt4pqeMcKzSuj60TRMQbC8oC0f35hoUjN3B1QFXJWQMFQfEhxaSxG_50hEK_P0jKDqKyzh-emYtwHETREgrOXijBNvtV1aFcJR-X1uR9tdZw0CXoFahjvIccOeTp5ZGwwj72ByOtvApUfugm6Ra94tk7ALvzlqsCncPNIkkejlW77aM6DFIHJvOO8iock-2YE_cuR0ARQvprlu673ZSsVbw9gkr6shsIwM3rKp-AkokmJICw7ZAMYdkNEz-W1_nY_qWO6IRE7z&p=17&fvj=0&vjs=3
