title,company,rating,location,salary,summary,post_date,record obtained,job_url,State,City
Bioinformatics Engineer,Tekruiting,,"San Jose, CA",,"In-depth experience with bioinformatics tools development.
Develop complex yet robust and scalable bioinformatics solutions for new diagnostic products in CLIA…",30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BrErQZqMLNqj7ZyANI-N9k3f2aoPQ5Z2FjqILE7Gr6cMKZtJF4Vx02X2HYymYIPWgyfJMEb9yeu-cvyPrEqbuzsS3NQ3czCdqys9ngV4dzTN3OliU491X_dERdGlqthw74NYJT5gdQKsumbMAWoqP8GcQXFdWE1Cd_ciBJxvjjaBJgyY2IjLVmvGZUn3H_qI139u-XDU9m8R02Qyw8xZ4TsMRQnSu-J8egzuvDr1eC9YzKaDAdeSVjppRgN2q88P9tkyZfoPs36w1-0jfLR_wnq164eCaf3Z158YwJLCt-jlJmvrKSJ4pBS_t0CJOTPeLncsMU2KcOwmEBz_E-XvThhNfoqlWOn96yaYZR9zCIXljzgZ9v-k1KvU3hyDN1KLBQVXzPq7g6hLCr8QpxGxNp2cthI2uwn9zC3WE4u8Y3aAEvuXpKikN3Xoxpn6dQgBvgn0sAXmKoH27XNcnnCKbPJ6Lt4Rgs9BqJo-k-eZU64w==&p=13&fvj=1&vjs=3,CA,San Jose
Curation Scientist,Fulgent Genetics,,"Atlanta, GA",,"Work with bioinformatics team to improve pipeline.
In addition, he/she will work in close collaboration with other members of our team, which includes analysts,…",30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DaymrziV32DHko6bELuw5_VtGLHlG9C70Awz4bXRybzv82jdjxTSyPHj8s52CzcoZFcoNbMgy1PQ8DnXCAzkLsmUAW9XEDzKsxH4MaQXcsXkAon34JQtErX2JdqGytB1Or91ZUve8wzcXcKMztVVKuSnw5RXbVhj4PKDcAcv_vnlMLxAYA4EVwS72s99yO17BldNAJ3GVaf1Zop8zZou6ffqPpZCyybMqSvADT43RtnbnB_XXoLgXunGhNc_ZDL4Q_iUWlZcZsmsz7EcVbh4-8n7QT5o40Hbcs5ZDNKHiJZZqv1_PDYV65k449xg01IwRITESnMappe2qU23fnMkVf9tKiOos8fiiqwqMP4DAGgyqZbzXDlyVwY02w-hjZ9g7gudwepHqjaIkZ8kSPrqI7Q55uXv6R2JwA7wbi236cLw9VmJPgosIpZZP_yfusKDZenhlt4rbm_69M16XQrtQS&p=14&fvj=1&vjs=3,GA,Atlanta
Software Bio-Mathematician I/II - R&D Support,"BioFire Diagnostics, LLC.",3.5,"Salt Lake City, UT",,The candidate will be responsible for performing complex mathematical and/or statistical analysis and modeling for projects to support BioFire Diagnostics’…,30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dw6GaUeCDdXqB0UazlhVwDHmj5R7jGQDoHp7lyV3BblIqV0RrZv1TwBeRjPqcXVrcDDn8U93hd4P6pFZCuG3005atExGir2cKp40EiX6aPLSvo8YaXcHhvynhg9D_8Q3TBWg5SXQFJM6qGut-iDJ-oBZDDeuoQq_wXGONvudwd7H6sT3wzbmvN6CmVm1dcF35Sdpn4kyYn3eMgKMU0qWdau7CiQVmxgxgCDpF0OnHtGlUKCrt6DlY-RFBhVAgdZQuu5OofsPDjsMGcF2kqxld1Odr59mUMX67jzxz_KVP7vpIR18z9oz0iUuQVBzalgG3LxhyyU11Y6tJiGO48JALvNuD68GDHpEuWzHBXEqDHePDaexnahibi4iwagdykmK9NgHa-hpCyAeSSrCDA_XYgt270dGNBKoL6YuO_YyVlPBcS6xNO2WR5fL2B1L973sNhlN5tW8qWyXz2RUmxUoJcgziEzuBMS90u4u7Nn6afP0N0Nx-iXQsFT58ctRQinU8vuuz9nfcewImJuHVK_6gjnWem7C3KP2Z7k8o1pgu79g==&p=15&fvj=0&vjs=3,UT,Salt Lake City
Research Associate,Quantapore,,"South San Francisco, CA",$27 - $31 an hour,The scope of this position is to optimize and standardize procedures and protocols for sample analysis on Quantapore’s sequencing platform.,6 days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C31zeYOY_7GwSFsiRm5o_MK9LBJ6LoF0wi_XMZpVKmQmw8JRfDMreGphDz0YZ6s0N--pdfpNw1d8wdrNjIBvl6sWXh8mUz54hrPz4HUIqnlRbgLTvOiPxjXZAmG_TMtRRT-0HDg4SZ2N6q4XtIOihASajaM_0UzHAtEciUzZQVOd1R6Zn5T1wmtiU0iOT3XA3f4oUMrmCnGicowM4VX7tKOL8-hgI0dbzzFgOAp763uwHDPy3YawCwStvjJEnn-6eGBQx0QPy2ewdAbHdE95bSV28-1OBwyba5rhEcs3e30GUbJCcvnuBpsHxRx7o3ZvcKT42jiJJy4SNzV-SC7P-WWPgLkwNa83yXo-sIGeZpJ8lkTPVk5QHmDdZXHlzeU31Noawwx4njshUH1_j01giU6i-MJwpuPdYSWy6uw-1WciD_2ctNm-pO8tjM4UbBj0waB7qD1s5mVQ==&p=16&fvj=1&vjs=3,CA,South San Francisco
Bioinformatics Specialist,Qiagen,3.8,"Frederick, MD",,"Continuously develop code, database, and computational infrastructure toward the goals of (1) extending assay design and data analysis functionality for new…",30+ days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=99a04fdc14a971fe&fccid=58e44ef0852f1a0d&vjs=3,MD,Frederick
Bioinformatics Specialist,QIAGEN,3.8,"Frederick, MD",,"Continuously develop code, database, and computational infrastructure toward the goals of (1) extending assay design and data analysis functionality for new…",30+ days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=9c60e4c3561890b9&fccid=58e44ef0852f1a0d&vjs=3,MD,Frederick
Bioinformatics Scientist,Sciome LLC,,"Research Triangle Park, NC",,"Participate in drafting data analysis plans per project needs, perform bioinformatics analysis of the data, interpret results and communicate the results with…",30+ days ago,2020-10-29,https://www.indeed.com/company/Sciome-LLC/jobs/Bioinformatic-Scientist-facb179d46548b4d?fccid=4fa82a67a37be7f1&vjs=3,NC,Research Triangle Park
"Analyst, Bioinformatics","University of Nevada, Reno",4.2,"Reno, NV",,Bachelor’s Degree in the fields of biological and/or computational sciences and two years of relevant work experience; OR a Master’s Degree in the fields of…,30+ days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=a3a0291ffad75f1a&fccid=5669dd56ea8222e6&vjs=3,NV,Reno
Bioinformatics Analyst I,Medical College of Wisconsin,3.9,"Milwaukee, WI",,"Adapts bioinformatics tools, visualization packages, and annotation resources for research projects to independently and accurately perform research analysis –…",30+ days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=b74e9ef261360144&fccid=495c822d6af912f0&vjs=3,WI,Milwaukee
"BIOINFORMATICS PROGRAMMER DATA ANALYST, School of Medicine, Genetics",Boston University,4.1,"Boston, MA",,"In a highly collaborative environment, the successful applicant will implement and develop various computational frameworks/analysis strategies for multiple…",23 days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=203d5b53ebafeac3&fccid=2e7c6e6217aa02b5&vjs=3,MA,Boston
Research Scholar- CRISPRlab,North Carolina State University,4.2,"Raleigh, NC",,"As a department, FBNS identifies, develops, and applies the appropriate concepts, theories, and emerging methodologies from the fundamental disciplines of…",30+ days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=e724250d2a6b0582&fccid=662e23242ca7a7c3&vjs=3,NC,Raleigh
Senior Scientist-Computational Biology/Bioinformatics,Leidos,3.7,"San Diego, CA",,"A Ph.D. in Computational Biology, Bioinformatics, Biostatistics or related discipline with at least 5 years of technical experience (experience obtained during…",16 days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CZUO70VSdYKA8PR3jfrSh5ljhqJhfDt0PzQCMubt8cRp_XAqAGWojRVasZ8yXdb6f4zdOUrExT1-o5wxgcwb293R9lUAmB7VXbwF5AmU2kvXXbT_BNVWGvh_HIZe0ycOSp-X1TeUvu5_4axbp6jlEjt8nAVKt6DK0Uw6ugxgoZIjRQ2tWtvUETDz_3mmpgeC8G8-E4IiPuzNXorvs_H3L02yT4iV26CpJdX08cT_mNWlF-tRS392jtqlOaBL0UGKIUPV1VCFrMYfRgiigfy-bGHJJ8k_z750yttMtbxWlJ-IInNh4OMa669Z9Q9KEgFP9eqwjiZLNF4aZzB5C5IkT96KVVn-7Yk22k9HQpUSn3BJBSY4h36KVl3kYl3TJ6htfQQesKKLwXsYgUKdKQWQoerqv9hOboyDbk2q17m1OBVzZdy5ElvEVy0pcuVK05YWr_kox5NtkKYsLFPZNaAZRHgWzCcstNMvroTuE9x4_l-KiVkmO62P8ltG3_LW2i-MQ=&p=10&fvj=0&vjs=3,CA,San Diego
Computational Scientist I,Takeda Pharmaceutical,3.8,"Cambridge, MA",,"Theoretical knowledge of bioinformatics, computational biology; Keeps current with emerging trends in bioinformatics and computational biology.",24 days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A2FglVpD15yjwf_kBlpCp3aF2-ThlNcApwZ2XoCuisxqOxEXA7NQxpGhmzTWBxj6urRUAfClbxtDWWigDM3zc9VperbCtUv1n_84B1_FNwQuugPyHF21E_QD9FBoJ7JuwHYRVCwbGkWD94pJxPope2C04cuin__rND2tpD6kmzLpgGKfSotklkBtzzl1N6oeGXSWgoyYyqinFpFJAzMPKp8SIfNhu_crbFvtGcrjRxr3zOxgC22JCTQQU6f69RzrgUJIawWhTPslnYWQZYghT3W3TNtXGpGTPfBF7BcNYoAR1wEX2nACotn6Yt1UAbkKO5_0j7D8TZkARXki1zVMBbc-MC_cFnMZVk-tKsw9PIkbFfCp6FfFbaYlf7PtbR9lBpyplvMQnrIq74JdjF9R6YE02NYuAtahtJavteN-sNkJfxSQ_Hu3lCNuSmCT0K0Zg=&p=11&fvj=0&vjs=3,MA,Cambridge
Bioinformatics Staff Research Associate,UCLA Health,4.0,"Los Angeles, CA",$23.34 - $27.84 an hour,"The incumbent will assist in computational and statistical analyses in multiple projects in the lab, especially by using large human datasets of next-generation…",16 days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DsE7ViekIsjp64t_8fXghHOV1s5s2e0k6cDP9wEyz_6tOierAtAOrZ9WCDC2rRvrOv6EgxsCHYR3XGd_olRLgS8oCHd66fLLIKQ4qgqhpEpyAlIAE2glV82uvsh8uQ1Smd1DrTty1VYsRQ9jTc85Gdv8r2U7KLExTqT30Jv5ft4trjOEzI0NZkH7EUaJNsylpL3tjVF2GZ85BUdJA2xHsPHKQPZFmTh1dCFzcnHw0qb3Tym9GG-D0nMlOWe1C_9fRlisUhpjEvFRU2IN4mQ0Csclj1Y01BL3vHUvMeRvpAOkrI8qaPiwip6sTDJQuZOKK3mWATXbf9PXFJ_UT_i8CQ07U1SsJVAx0jVoZjX0q7lZjf8AqSxJu3TuL-zGQbOkjDiEkJ9Z0Ieh2LjUrYIxC1bSveIqFcPzJC-Lrm4Qo9sPtHonLjkt5zb_Fw2U9H0Nas78FCuZ0NpcHsVdhshaLueJAi4Vgx8Wx7NIdcTUt-gspBd6skEmz2AFOedita6QcVP6_8qjbaYfOOmZgDfG4zrYHqREw6WfiAKf_YX9y20dD6rCsy1NjB408WezCakrimWDQAqen7uUp9RfbVr2snkwQVL5L2W0E0A43Zb1g9CwFpcoJowVnyDpT1WWOhu9ECPIKbPXlBu-sXA8-GmIIxE0-xgXTLn2zENIR5bqKPXnlUjCkmu-MG3oVwLChbH1LaK44nr4209xnDM9-RooIJH0EXNswFDNIOFbmJKUZ8mfHNz44gLrKg2y5SOdm6A5Y-nCu5RA4mpJ0ANv2v-zHjwvOIcx2P3UZBPKnVwI5KRk3-jJ7iYUxy2ZpV_wNpVKHR9iEmEPcpTQEyXHoai9H7TtIQsXjHBa_t4qRK1kX1OZuqtt8z3_zyBZ0YIOjRkD4Y2RZaprsvTaUo5mNB32MggMxrwV8tOq1eOtAqMKeI42qH9h4930KyMoDwpYihwH4G0BUGtuO5PJWF8P0iL9ugxrsP_c4gGkc_Hh95G1Cqy021XXf15O2z4MwEEJuphLfcI9obgg__E3t3NgIIC-Y0mqfwaeuB0g9WkNdqz5GXO4m8rDATqQlercsEwwf0PRmPo--fz2Cfpg==&p=12&fvj=0&vjs=3,CA,Los Angeles
Bioinformatics Scientist,Eclipse BioInnovations,,"San Diego, CA","$80,000 - $120,000 a year","Perform previously existing standard analysis pipelines using the AWS cloud platform.
Examine data and preparing technical reports, summaries, protocols and…",30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CN0eHvAlBSxXhl4Ps2VJw_aQAABUbiWN04Z2lSTQb-SSVpbfF-nePkyM85OL3eAYBFRuJHRhEGpXRuIwZkxB7ZgOl5iSqMsb3wHPy3U8y3lEk5npjq_rRXqvtD2XMii8bX7aRPX30qurv2z_gfzMLkITKbeZm3_UYjEtVUy8mGNQbtPh5OHUfewMHEQBGvlenaevjb4HkEqHlfuiY3qHfUizkDbfCYTW6yOSMv1YIbKnoamWOuQMU1hLwNkdA-s-2_GWfjc7ao3N8Looh4Sn7ITmaIeEPFsKXh0HGnS8rD12015StQWc1WrpBeZNlAZYfE6LhJe54N8_7JHumgNE1NF1FJ-MM0hiJ-FbRNM9yctfDACYOGNbi3t8JGrHvrvrZ6nc8QGJ8DCAIRv0Up3u1hRShTRxwXu_jXEFRhHeV2XdEw_TA4ZVpJBn7li9KiwG05mfxwyABqg-PDoWjcq9iOVN9ZHe23RJU=&p=13&fvj=1&vjs=3,CA,San Diego
Scientist II,SummerBio,,"Menlo Park, CA",,"Analyze, prepare, and clearly present results to interdisciplinary teams.
Experience with Primer3, BLAST, Primer-BLAST, and UCSC in-silico tools and similar…",30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BXs2IaCmHdINpcAqGZIbNzZ_lyFyweCjF6mhkwH7VxlWEr64k8jsWiZED4Op9aOTAJiavWc7OqDEN2gkfkr3hZU8Af_6QVyDPLru-uI0h4ttSj51vtJQr1WheTW9Ft1tMC8dQMOJqHn-QEKQ36yWbOpj70bvPK65LXRatGd5TjiD9i-GyrL_HUQscpHUnbOZnzESzQ_odwNxmGcaWmTbFgXikLMeubP27me6Z3nrZVOp8z8O3h1rB_5w_6ch4YzLhXMvFLKJvB3qDBLqEQhRR9qiFmSGI_GZljWrtRZ-7U3nzFTWGrvslofT--_vaIJPJzjuu17zxPUKlJVg7CY6lC3Jmlesx9fbBSEM1-LSt56wRmYo18-i9K9NLHcBLNzAvSZo__WTtsCMxQViBlKvUrjqQpxUd1vlUtSxrIbwePKvtrWlVNzDBDfcWA_gTim7nOUUDUbz9x3RlBcbOIYwGX&p=14&fvj=1&vjs=3,CA,Menlo Park
